Site_ID,Latitude,Longitude,Elevation_in_Meters,State,Species_ID,Genus,Species,Common_Name,Kingdom,Phenophase_ID,Phenophase_Description,First_Yes_Sample_Size,Mean_First_Yes_Year,Mean_First_Yes_DOY,Mean_First_Yes_Julian_Date,SE_First_Yes_In_Days,SD_First_Yes_In_Days,Mean_NumDays_Since_Prior_No,SE_NumDays_Since_Prior_No,SD_NumDays_Since_Prior_No,Last_Yes_Sample_Size,Mean_Last_Yes_Year,Mean_Last_Yes_DOY,Mean_Last_Yes_Julian_Date,SE_Last_Yes_in_Days,SD_Last_Yes_in_Days,Mean_NumDays_Until_Next_No,SE_NumDays_Until_Next_No,SD_NumDays_Until_Next_No,Num_Individuals_with_Multiple_FirstY,Multiple_FirstY_Individual_IDs,Mean_AGDD,SE_AGDD,Mean_AGDD_in_F,SE_AGDD_in_F,Tmax_Winter,Tmax_Spring,Tmax_Summer,Tmax_Fall,Tmin_Winter,Tmin_Spring,Tmin_Summer,Tmin_Fall,Prcp_Winter,Prcp_Spring,Prcp_Summer,Prcp_Fall,Mean_Accum_Prcp,SE_Accum_Prcp,Mean_Daylength,SE_Daylength
31143,46.945347,-95.699074,451,MN,396,Danaus,plexippus,monarch,Animalia,443,Adults feeding (proboscis),1,2019,209,2458693,-9999,-9999,27,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31151,36.138344,-95.969276,230,OK,396,Danaus,plexippus,monarch,Animalia,327,Active adults,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2019,92,2458576,-9999,-9999,13,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31160,32.33926,-110.981728,765,AZ,1437,Asclepias,linaria,pineneedle milkweed,Plantae,471,Falling leaves,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2019,32,2458516,-9999,-9999,5,-9999,-9999,0,'',-9999,-9999,-9999,-9999,28.97,26.64,38.82,30.18,12.42,8.69,20.87,12.38,12276,36,166,66,-9999,-9999,-9999,-9999
31160,32.33926,-110.981728,765,AZ,1437,Asclepias,linaria,pineneedle milkweed,Plantae,484,Young leaves (tree/shrub),1,2019,37,2458521,-9999,-9999,5,-9999,-9999,1,2019,57,2458541,-9999,-9999,17,-9999,-9999,1,'171337',458.25,-9999,824.85,-9999,28.97,26.64,38.82,30.18,12.42,8.69,20.87,12.38,12276,36,166,66,40,-9999,38016,-9999
31160,32.33926,-110.981728,765,AZ,1437,Asclepias,linaria,pineneedle milkweed,Plantae,498,Colored leaves,1,2019,43,2458527,-9999,-9999,5,-9999,-9999,1,2019,108,2458592,-9999,-9999,7,-9999,-9999,1,'171337',517.5,-9999,931.5,-9999,28.97,26.64,38.82,30.18,12.42,8.69,20.87,12.38,12276,36,166,66,64,-9999,38707,-9999
31160,32.33926,-110.981728,765,AZ,1437,Asclepias,linaria,pineneedle milkweed,Plantae,500,Flowers or flower buds,1,2019,74,2458558,-9999,-9999,17,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',963.5,-9999,1734.3,-9999,28.97,26.64,38.82,30.18,12.42,8.69,20.87,12.38,12276,36,166,66,130,-9999,42509,-9999
31160,32.33926,-110.981728,765,AZ,1437,Asclepias,linaria,pineneedle milkweed,Plantae,501,Open flowers,1,2019,94,2458578,-9999,-9999,9,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',1222.5,-9999,2200.5,-9999,28.97,26.64,38.82,30.18,12.42,8.69,20.87,12.38,12276,36,166,66,151,-9999,44928,-9999
31242,45.467743,-122.817841,83,OR,1637,Rudbeckia,hirta,blackeyed Susan,Plantae,482,Initial growth (forbs),1,2019,111,2458595,-9999,-9999,14,-9999,-9999,1,2019,161,2458645,-9999,-9999,7,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31242,45.467743,-122.817841,83,OR,1637,Rudbeckia,hirta,blackeyed Susan,Plantae,488,Leaves (forbs),1,2019,111,2458595,-9999,-9999,14,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31242,45.467743,-122.817841,83,OR,1637,Rudbeckia,hirta,blackeyed Susan,Plantae,500,Flowers or flower buds,1,2019,181,2458665,-9999,-9999,7,-9999,-9999,1,2019,279,2458763,-9999,-9999,16,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31242,45.467743,-122.817841,83,OR,1637,Rudbeckia,hirta,blackeyed Susan,Plantae,501,Open flowers,1,2019,198,2458682,-9999,-9999,2,-9999,-9999,1,2019,279,2458763,-9999,-9999,16,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31312,39.665676,-105.349571,2317,CO,931,Monarda,fistulosa,wild bergamot,Plantae,500,Flowers or flower buds,1,2019,195,2458679,-9999,-9999,16,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31312,39.665676,-105.349571,2317,CO,931,Monarda,fistulosa,wild bergamot,Plantae,501,Open flowers,1,2019,222,2458706,-9999,-9999,27,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
31356,36.217243,-81.687439,996,NC,199,Asclepias,syriaca,common milkweed,Plantae,482,Initial growth (forbs),4,2019,120,2458604,0,0,7,0,0,5,2019,148,2458632,3.23109888428,7.22495674728,5.4,1.07703296143,2.40831891576,0,'',-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,0
31356,36.217243,-81.687439,996,NC,199,Asclepias,syriaca,common milkweed,Plantae,488,Leaves (forbs),5,2019,126,2458610,2.61916017074,5.85662018574,7,0,0,1,2019,218,2458702,-9999,-9999,7,-9999,-9999,0,'',-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,0
31356,36.217243,-81.687439,996,NC,199,Asclepias,syriaca,common milkweed,Plantae,500,Flowers or flower buds,5,2019,153,2458637,4.02988833592,9.01110426086,5.4,1.07703296143,2.40831891576,4,2019,203,2458687,7.25,14.5,22.5,0.5,1,0,'',-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,0
31356,36.217243,-81.687439,996,NC,199,Asclepias,syriaca,common milkweed,Plantae,501,Open flowers,5,2019,182,2458666,4.89897948557,10.9544511501,6.2,0.489897948557,1.09544511501,4,2019,203,2458687,7.25,14.5,22.5,0.5,1,0,'',-9999,0,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,0
32186,43.337627,-70.548935,12,ME,199,Asclepias,syriaca,common milkweed,Plantae,488,Leaves (forbs),1,2019,142,2458626,-9999,-9999,16,-9999,-9999,1,2019,262,2458746,-9999,-9999,12,-9999,-9999,0,'',584.75,-9999,1052.55,-9999,2.41,12.89,26.27,13.75,-8.69,0.99,13.73,4.85,128,308,263,571,348,-9999,52877,-9999
32186,43.337627,-70.548935,12,ME,199,Asclepias,syriaca,common milkweed,Plantae,500,Flowers or flower buds,1,2019,158,2458642,-9999,-9999,16,-9999,-9999,1,2019,206,2458690,-9999,-9999,20,-9999,-9999,0,'',832,-9999,1497.6,-9999,2.41,12.89,26.27,13.75,-8.69,0.99,13.73,4.85,128,308,263,571,359,-9999,54259,-9999
32186,43.337627,-70.548935,12,ME,199,Asclepias,syriaca,common milkweed,Plantae,501,Open flowers,1,2019,186,2458670,-9999,-9999,7,-9999,-9999,1,2019,206,2458690,-9999,-9999,20,-9999,-9999,0,'',1322,-9999,2379.6,-9999,2.41,12.89,26.27,13.75,-8.69,0.99,13.73,4.85,128,308,263,571,469,-9999,54259,-9999
32188,43.338997,-70.551216,8,ME,199,Asclepias,syriaca,common milkweed,Plantae,501,Open flowers,1,2019,207,2458691,-9999,-9999,1,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32360,39.844189,-86.161446,232,IN,202,Echinacea,purpurea,eastern purple coneflower,Plantae,482,Initial growth (forbs),1,2019,118,2458602,-9999,-9999,4,-9999,-9999,1,2019,121,2458605,-9999,-9999,4,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32360,39.844189,-86.161446,232,IN,202,Echinacea,purpurea,eastern purple coneflower,Plantae,488,Leaves (forbs),1,2019,114,2458598,-9999,-9999,21,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32360,39.844189,-86.161446,232,IN,202,Echinacea,purpurea,eastern purple coneflower,Plantae,500,Flowers or flower buds,1,2019,163,2458647,-9999,-9999,3,-9999,-9999,1,2019,254,2458738,-9999,-9999,7,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32360,39.844189,-86.161446,232,IN,202,Echinacea,purpurea,eastern purple coneflower,Plantae,501,Open flowers,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1,2019,261,2458745,-9999,-9999,14,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32388,41.320896,-86.294739,248,IN,170,Lupinus,perennis,sundial lupine,Plantae,482,Initial growth (forbs),1,2019,108,2458592,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32388,41.320896,-86.294739,248,IN,170,Lupinus,perennis,sundial lupine,Plantae,488,Leaves (forbs),1,2019,108,2458592,-9999,-9999,7,-9999,-9999,1,2019,287,2458771,-9999,-9999,21,-9999,-9999,1,'177848',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32388,41.320896,-86.294739,248,IN,170,Lupinus,perennis,sundial lupine,Plantae,500,Flowers or flower buds,1,2019,129,2458613,-9999,-9999,8,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32388,41.320896,-86.294739,248,IN,170,Lupinus,perennis,sundial lupine,Plantae,501,Open flowers,1,2019,141,2458625,-9999,-9999,10,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32388,41.320896,-86.294739,248,IN,195,Asclepias,tuberosa,butterfly milkweed,Plantae,482,Initial growth (forbs),1,2019,122,2458606,-9999,-9999,1,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32388,41.320896,-86.294739,248,IN,195,Asclepias,tuberosa,butterfly milkweed,Plantae,488,Leaves (forbs),1,2019,129,2458613,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32388,41.320896,-86.294739,248,IN,195,Asclepias,tuberosa,butterfly milkweed,Plantae,500,Flowers or flower buds,1,2019,155,2458639,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32388,41.320896,-86.294739,248,IN,195,Asclepias,tuberosa,butterfly milkweed,Plantae,501,Open flowers,1,2019,178,2458662,-9999,-9999,7,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32438,35.091072,-106.653679,1510,NM,1606,Coreopsis,lanceolata,lanceleaf tickseed,Plantae,500,Flowers or flower buds,1,2019,35,2458519,-9999,-9999,12,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32443,39.90163,-86.175911,240,IN,1637,Rudbeckia,hirta,blackeyed Susan,Plantae,500,Flowers or flower buds,1,2019,178,2458662,-9999,-9999,14,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32443,39.90163,-86.175911,240,IN,1637,Rudbeckia,hirta,blackeyed Susan,Plantae,501,Open flowers,1,2019,210,2458694,-9999,-9999,12,-9999,-9999,1,2019,257,2458741,-9999,-9999,12,-9999,-9999,0,'',-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32458,37.620075,-77.470818,54,VA,197,Asclepias,incarnata,swamp milkweed,Plantae,482,Initial growth (forbs),2,2019,94,2458578,5.5,7.77817459305,3,1,1.41421356237,2,2019,219,2458703,7.5,10.6066017178,3,2,2.82842712475,2,"'181486,182505'",463.5,72,834.3,129.6,20.77,20.2,31.82,21.79,8.06,6.82,18.1,8.48,43025,344,191,236,339.5,13.5,45101,864
32458,37.620075,-77.470818,54,VA,197,Asclepias,incarnata,swamp milkweed,Plantae,488,Leaves (forbs),2,2019,103,2458587,3,4.24264068712,2.5,1.5,2.12132034356,2,2019,216,2458700,115.5,163.341666454,8,6,8.48528137424,1,'182505',601,46.5,1081.8,83.7,20.77,20.2,31.82,21.79,8.06,6.82,18.1,8.48,43025,344,191,236,388.5,9.5,46483.5,518.5
32458,37.620075,-77.470818,54,VA,197,Asclepias,incarnata,swamp milkweed,Plantae,500,Flowers or flower buds,2,2019,138,2458622,11,15.5563491861,4.5,0.5,0.707106781187,2,2019,186,2458670,45,63.6396103068,1,0,0,1,'181486',1186.375,210.125,2135.475,378.225,20.77,20.2,31.82,21.79,8.06,6.82,18.1,8.48,43025,344,191,236,502.5,45.5,50803,1037
32458,37.620075,-77.470818,54,VA,197,Asclepias,incarnata,swamp milkweed,Plantae,501,Open flowers,2,2019,145,2458629,4,5.65685424949,5,0,0,2,2019,197,2458681,34.5,48.7903679019,1,0,0,2,"'181486,182505'",1316.75,79.75,2370.15,143.55,20.77,20.2,31.82,21.79,8.06,6.82,18.1,8.48,43025,344,191,236,519.5,28.5,51494.5,345.5
32458,37.620075,-77.470818,54,VA,202,Echinacea,purpurea,eastern purple coneflower,Plantae,482,Initial growth (forbs),1,2019,76,2458560,-9999,-9999,5,-9999,-9999,1,2019,169,2458653,-9999,-9999,2,-9999,-9999,1,'181487',275.25,-9999,495.45,-9999,20.77,20.2,31.82,21.79,8.06,6.82,18.1,8.48,43025,344,191,236,269,-9999,42509,-9999
32458,37.620075,-77.470818,54,VA,202,Echinacea,purpurea,eastern purple coneflower,Plantae,488,Leaves (forbs),1,2019,76,2458560,-9999,-9999,5,-9999,-9999,1,2019,312,2458796,-9999,-9999,14,-9999,-9999,1,'181487',275.25,-9999,495.45,-9999,20.77,20.2,31.82,21.79,8.06,6.82,18.1,8.48,43025,344,191,236,269,-9999,42509,-9999
32458,37.620075,-77.470818,54,VA,202,Echinacea,purpurea,eastern purple coneflower,Plantae,500,Flowers or flower buds,1,2019,107,2458591,-9999,-9999,5,-9999,-9999,1,2019,214,2458698,-9999,-9999,17,-9999,-9999,1,'181487',657.5,-9999,1183.5,-9999,20.77,20.2,31.82,21.79,8.06,6.82,18.1,8.48,43025,344,191,236,398,-9999,47002,-9999
32458,37.620075,-77.470818,54,VA,202,Echinacea,purpurea,eastern purple coneflower,Plantae,501,Open flowers,1,2019,151,2458635,-9999,-9999,2,-9999,-9999,1,2019,151,2458635,-9999,-9999,4,-9999,-9999,1,'181487',1441.75,-9999,2595.15,-9999,20.77,20.2,31.82,21.79,8.06,6.82,18.1,8.48,43025,344,191,236,548,-9999,51840,-9999
32458,37.620075,-77.470818,54,VA,1637,Rudbeckia,hirta,blackeyed Susan,Plantae,482,Initial growth (forbs),1,2019,57,2458541,-9999,-9999,19,-9999,-9999,1,2019,211,2458695,-9999,-9999,1,-9999,-9999,1,'181337',174,-9999,313.2,-9999,20.77,20.2,31.82,21.79,8.06,6.82,18.1,8.48,43025,344,191,236,202,-9999,39744,-9999
32458,37.620075,-77.470818,54,VA,1637,Rudbeckia,hirta,blackeyed Susan,Plantae,488,Leaves (forbs),1,2019,57,2458541,-9999,-9999,19,-9999,-9999,1,2019,157,2458641,-9999,-9999,2,-9999,-9999,1,'181337',174,-9999,313.2,-9999,20.77,20.2,31.82,21.79,8.06,6.82,18.1,8.48,43025,344,191,236,202,-9999,39744,-9999
32458,37.620075,-77.470818,54,VA,1637,Rudbeckia,hirta,blackeyed Susan,Plantae,500,Flowers or flower buds,1,2019,129,2458613,-9999,-9999,1,-9999,-9999,1,2019,184,2458668,-9999,-9999,2,-9999,-9999,1,'181337',1015.75,-9999,1828.35,-9999,20.77,20.2,31.82,21.79,8.06,6.82,18.1,8.48,43025,344,191,236,459,-9999,49766,-9999
32458,37.620075,-77.470818,54,VA,1637,Rudbeckia,hirta,blackeyed Susan,Plantae,501,Open flowers,1,2019,155,2458639,-9999,-9999,4,-9999,-9999,1,2019,169,2458653,-9999,-9999,4,-9999,-9999,1,'181337',1541.25,-9999,2774.25,-9999,20.77,20.2,31.82,21.79,8.06,6.82,18.1,8.48,43025,344,191,236,583,-9999,52186,-9999
32779,36.487606,-75.865494,0,NC,804,Baccharis,halimifolia,eastern baccharis,Plantae,467,Increasing leaf size,1,2019,67,2458551,-9999,-9999,13,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',309.75,-9999,557.55,-9999,20.94,19.71,30.91,22.86,11.76,8.92,20.26,12.55,48606,401,189,237,266,-9999,41126,-9999
32779,36.487606,-75.865494,0,NC,804,Baccharis,halimifolia,eastern baccharis,Plantae,483,Leaves,1,2019,79,2458563,-9999,-9999,12,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',425.25,-9999,765.45,-9999,20.94,19.71,30.91,22.86,11.76,8.92,20.26,12.55,48606,401,189,237,314,-9999,42854,-9999
32779,36.487606,-75.865494,0,NC,804,Baccharis,halimifolia,eastern baccharis,Plantae,500,Flowers or flower buds,1,2019,54,2458538,-9999,-9999,16,-9999,-9999,1,2019,54,2458538,-9999,-9999,13,-9999,-9999,0,'',253,-9999,455.4,-9999,20.94,19.71,30.91,22.86,11.76,8.92,20.26,12.55,48606,401,189,237,204,-9999,39398,-9999
32833,40.184029,-82.91748,284,OH,202,Echinacea,purpurea,eastern purple coneflower,Plantae,482,Initial growth (forbs),1,2019,103,2458587,-9999,-9999,3,-9999,-9999,1,2019,201,2458685,-9999,-9999,1,-9999,-9999,1,'181592',258.25,-9999,464.85,-9999,16.53,14.96,28.49,17.42,5.2,2.54,15.89,4.93,40607,241,500,162,205,-9999,46656,-9999
32833,40.184029,-82.91748,284,OH,202,Echinacea,purpurea,eastern purple coneflower,Plantae,488,Leaves (forbs),1,2019,105,2458589,-9999,-9999,2,-9999,-9999,1,2019,115,2458599,-9999,-9999,1,-9999,-9999,1,'181592',269.25,-9999,484.65,-9999,16.53,14.96,28.49,17.42,5.2,2.54,15.89,4.93,40607,241,500,162,220,-9999,47002,-9999
32833,40.184029,-82.91748,284,OH,202,Echinacea,purpurea,eastern purple coneflower,Plantae,500,Flowers or flower buds,1,2019,156,2458640,-9999,-9999,2,-9999,-9999,1,2019,287,2458771,-9999,-9999,14,-9999,-9999,0,'',1009,-9999,1816.2,-9999,16.53,14.96,28.49,17.42,5.2,2.54,15.89,4.93,40607,241,500,162,423,-9999,53222,-9999
32833,40.184029,-82.91748,284,OH,202,Echinacea,purpurea,eastern purple coneflower,Plantae,501,Open flowers,1,2019,181,2458665,-9999,-9999,5,-9999,-9999,1,2019,287,2458771,-9999,-9999,14,-9999,-9999,0,'',1484,-9999,2671.2,-9999,16.53,14.96,28.49,17.42,5.2,2.54,15.89,4.93,40607,241,500,162,475,-9999,53222,-9999
32833,40.184029,-82.91748,284,OH,1606,Coreopsis,lanceolata,lanceleaf tickseed,Plantae,482,Initial growth (forbs),1,2019,97,2458581,-9999,-9999,3,-9999,-9999,1,2019,99,2458583,-9999,-9999,1,-9999,-9999,0,'',198.5,-9999,357.3,-9999,16.53,14.96,28.49,17.42,5.2,2.54,15.89,4.93,40607,241,500,162,180,-9999,45965,-9999
32833,40.184029,-82.91748,284,OH,1606,Coreopsis,lanceolata,lanceleaf tickseed,Plantae,488,Leaves (forbs),1,2019,99,2458583,-9999,-9999,2,-9999,-9999,1,2019,307,2458791,-9999,-9999,8,-9999,-9999,0,'',223.75,-9999,402.75,-9999,16.53,14.96,28.49,17.42,5.2,2.54,15.89,4.93,40607,241,500,162,186,-9999,45965,-9999
32833,40.184029,-82.91748,284,OH,1606,Coreopsis,lanceolata,lanceleaf tickseed,Plantae,500,Flowers or flower buds,1,2019,146,2458630,-9999,-9999,17,-9999,-9999,1,2019,301,2458785,-9999,-9999,6,-9999,-9999,0,'',814,-9999,1465.2,-9999,16.53,14.96,28.49,17.42,5.2,2.54,15.89,4.93,40607,241,500,162,320,-9999,52186,-9999
32833,40.184029,-82.91748,284,OH,1606,Coreopsis,lanceolata,lanceleaf tickseed,Plantae,501,Open flowers,1,2019,160,2458644,-9999,-9999,1,-9999,-9999,1,2019,301,2458785,-9999,-9999,6,-9999,-9999,0,'',1090.5,-9999,1962.9,-9999,16.53,14.96,28.49,17.42,5.2,2.54,15.89,4.93,40607,241,500,162,429,-9999,53222,-9999
32833,40.184029,-82.91748,284,OH,1637,Rudbeckia,hirta,blackeyed Susan,Plantae,482,Initial growth (forbs),1,2019,100,2458584,-9999,-9999,1,-9999,-9999,1,2019,100,2458584,-9999,-9999,3,-9999,-9999,0,'',234.75,-9999,422.55,-9999,16.53,14.96,28.49,17.42,5.2,2.54,15.89,4.93,40607,241,500,162,197,-9999,46310,-9999
32833,40.184029,-82.91748,284,OH,1637,Rudbeckia,hirta,blackeyed Susan,Plantae,488,Leaves (forbs),1,2019,93,2458577,-9999,-9999,1,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',166,-9999,298.8,-9999,16.53,14.96,28.49,17.42,5.2,2.54,15.89,4.93,40607,241,500,162,172,-9999,45274,-9999
32833,40.184029,-82.91748,284,OH,1637,Rudbeckia,hirta,blackeyed Susan,Plantae,500,Flowers or flower buds,1,2019,159,2458643,-9999,-9999,1,-9999,-9999,1,2019,233,2458717,-9999,-9999,24,-9999,-9999,0,'',1069.75,-9999,1925.55,-9999,16.53,14.96,28.49,17.42,5.2,2.54,15.89,4.93,40607,241,500,162,423,-9999,53222,-9999
32833,40.184029,-82.91748,284,OH,1637,Rudbeckia,hirta,blackeyed Susan,Plantae,501,Open flowers,1,2019,185,2458669,-9999,-9999,1,-9999,-9999,1,2019,233,2458717,-9999,-9999,24,-9999,-9999,0,'',1567.75,-9999,2821.95,-9999,16.53,14.96,28.49,17.42,5.2,2.54,15.89,4.93,40607,241,500,162,505,-9999,53222,-9999
32872,39.771435,-86.484055,275,IN,199,Asclepias,syriaca,common milkweed,Plantae,482,Initial growth (forbs),1,2019,115,2458599,-9999,-9999,6,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',373,-9999,671.4,-9999,16.68,14.9,30,18.25,5.5,3.21,17.24,5.47,43268,233,455,195,245,-9999,48384,-9999
32872,39.771435,-86.484055,275,IN,202,Echinacea,purpurea,eastern purple coneflower,Plantae,482,Initial growth (forbs),1,2019,66,2458550,-9999,-9999,14,-9999,-9999,1,2019,94,2458578,-9999,-9999,12,-9999,-9999,0,'',43.25,-9999,77.85,-9999,16.68,14.9,30,18.25,5.5,3.21,17.24,5.47,43268,233,455,195,99,-9999,40781,-9999
32898,39.762806,-86.488586,270,IN,1034,Symphyotrichum,novae-angliae,New England aster,Plantae,482,Initial growth (forbs),1,2019,81,2458565,-9999,-9999,15,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',96.25,-9999,173.25,-9999,16.71,14.92,30.02,18.29,5.5,3.22,17.28,5.49,43148,232,459,196,148,-9999,43200,-9999
32898,39.762806,-86.488586,270,IN,1034,Symphyotrichum,novae-angliae,New England aster,Plantae,488,Leaves (forbs),1,2019,81,2458565,-9999,-9999,15,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,'',96.25,-9999,173.25,-9999,16.71,14.92,30.02,18.29,5.5,3.22,17.28,5.49,43148,232,459,196,148,-9999,43200,-9999
32898,39.762806,-86.488586,270,IN,1454,Eutrochium,maculatum,spotted joe pye weed,Plantae,482,Initial growth (forbs),1,2019,81,2458565,-9999,-9999,15,-9999,-9999,1,2019,81,2458565,-9999,-9999,15,-9999,-9999,0,'',96.25,-9999,173.25,-9999,16.71,14.92,30.02,18.29,5.5,3.22,17.28,5.49,43148,232,459,196,148,-9999,43200,-9999
